,YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR
3274,2024,1,15,10,29.43,35.44,0.0
3275,2024,1,15,11,30.93,30.75,0.0
3276,2024,1,15,12,31.92,28.0,0.0
3277,2024,1,15,13,32.47,26.31,0.0
3278,2024,1,15,14,32.5,25.56,0.0
3279,2024,1,15,15,31.93,25.88,0.0
3280,2024,1,15,16,30.04,33.31,0.0
3281,2024,1,15,17,26.45,41.44,0.0
3282,2024,1,15,18,24.7,45.75,0.0
3283,2024,1,15,19,23.54,51.0,0.0
3284,2024,1,15,20,22.47,57.94,0.0
3285,2024,1,15,21,21.43,67.0,0.0
3286,2024,1,15,22,20.44,77.0,0.0
3287,2024,1,15,23,19.58,86.56,0.0
3288,2024,1,16,0,18.87,95.06,0.0
3289,2024,1,16,1,18.58,99.5,0.0
3290,2024,1,16,2,18.69,99.31,0.0
3291,2024,1,16,3,18.53,99.94,0.0
3292,2024,1,16,4,18.31,100.0,0.0
3293,2024,1,16,5,18.08,100.0,0.0
3294,2024,1,16,6,18.51,98.12,0.0
3295,2024,1,16,7,20.77,83.5,0.0
3296,2024,1,16,8,23.84,64.62,0.0
3297,2024,1,16,9,26.76,50.94,0.0
3298,2024,1,16,10,28.87,43.19,0.0
3299,2024,1,16,11,30.36,38.06,0.0
3300,2024,1,16,12,31.3,34.81,0.0
3301,2024,1,16,13,31.76,33.06,0.0
3302,2024,1,16,14,31.65,32.5,0.0
3303,2024,1,16,15,30.93,33.19,0.0
3304,2024,1,16,16,29.29,36.88,0.0
3305,2024,1,16,17,25.76,47.56,0.0
3306,2024,1,16,18,24.9,51.56,0.0
3307,2024,1,16,19,24.01,57.69,0.0
3308,2024,1,16,20,22.87,65.5,0.0
3309,2024,1,16,21,21.9,73.06,0.0
3310,2024,1,16,22,21.01,80.19,0.0
3311,2024,1,16,23,20.23,86.06,0.0
3312,2024,1,17,0,19.55,90.56,0.0
3313,2024,1,17,1,18.96,94.19,0.0
3314,2024,1,17,2,18.62,95.81,0.0
3315,2024,1,17,3,18.41,96.25,0.0
3316,2024,1,17,4,18.21,96.5,0.0
3317,2024,1,17,5,17.98,96.81,0.0
3318,2024,1,17,6,18.19,94.31,0.0
3319,2024,1,17,7,20.44,79.5,0.0
3320,2024,1,17,8,23.83,60.44,0.0
3321,2024,1,17,9,26.68,48.62,0.0
3322,2024,1,17,10,28.8,41.19,0.0
3323,2024,1,17,11,30.38,35.69,0.0
3324,2024,1,17,12,31.38,32.19,0.0
3325,2024,1,17,13,31.87,30.12,0.0
3326,2024,1,17,14,31.73,29.5,0.0
3327,2024,1,17,15,31.0,30.38,0.0
3328,2024,1,17,16,29.37,33.81,0.0
3329,2024,1,17,17,26.01,43.81,0.0
3330,2024,1,17,18,25.07,48.38,0.0
3331,2024,1,17,19,23.96,55.06,0.0
3332,2024,1,17,20,22.63,63.06,0.0
3333,2024,1,17,21,21.42,71.06,0.0
3334,2024,1,17,22,20.4,78.44,0.0
3335,2024,1,17,23,19.59,84.88,0.0
3336,2024,1,18,0,18.9,90.19,0.0
3337,2024,1,18,1,18.32,94.44,0.0
3338,2024,1,18,2,18.1,95.62,0.0
3339,2024,1,18,3,17.88,96.12,0.0
3340,2024,1,18,4,17.64,96.69,0.0
3341,2024,1,18,5,17.43,97.19,0.0
3342,2024,1,18,6,17.69,94.81,0.0
3343,2024,1,18,7,19.81,79.88,0.0
3344,2024,1,18,8,22.79,61.06,0.0
3345,2024,1,18,9,25.49,49.38,0.0
3346,2024,1,18,10,27.86,41.19,0.0
3347,2024,1,18,11,29.66,35.44,0.0
3348,2024,1,18,12,30.75,32.31,0.0
3349,2024,1,18,13,31.18,30.62,0.0
3350,2024,1,18,14,31.12,29.81,0.0
3351,2024,1,18,15,30.39,30.25,0.0
3352,2024,1,18,16,29.01,33.94,0.0
3353,2024,1,18,17,26.65,41.88,0.0
3354,2024,1,18,18,25.83,42.44,0.0
3355,2024,1,18,19,25.21,44.38,0.0
3356,2024,1,18,20,24.34,48.62,0.0
3357,2024,1,18,21,23.23,54.56,0.0
3358,2024,1,18,22,22.09,61.62,0.0
3359,2024,1,18,23,20.88,69.88,0.0
3360,2024,1,19,0,19.58,79.25,0.0
3361,2024,1,19,1,18.63,87.06,0.0
3362,2024,1,19,2,17.9,93.25,0.0
3363,2024,1,19,3,17.33,97.62,0.0
3364,2024,1,19,4,16.95,100.0,0.0
3365,2024,1,19,5,16.77,100.0,0.0
3366,2024,1,19,6,17.37,96.19,0.0
3367,2024,1,19,7,19.9,79.75,0.0
3368,2024,1,19,8,23.9,55.69,0.0
3369,2024,1,19,9,27.19,41.19,0.0
3370,2024,1,19,10,29.26,34.62,0.0
3371,2024,1,19,11,30.62,30.94,0.0
3372,2024,1,19,12,31.44,28.69,0.0
3373,2024,1,19,13,31.76,27.38,0.0
3374,2024,1,19,14,31.58,27.19,0.0
3375,2024,1,19,15,30.83,28.0,0.0
3376,2024,1,19,16,29.39,30.75,0.0
3377,2024,1,19,17,27.12,37.0,0.0
3378,2024,1,19,18,26.4,40.0,0.0
3379,2024,1,19,19,25.33,45.62,0.0
3380,2024,1,19,20,24.25,52.12,0.0
3381,2024,1,19,21,23.08,59.62,0.0
3382,2024,1,19,22,21.87,67.69,0.0
3383,2024,1,19,23,20.69,75.5,0.0
3384,2024,1,20,0,19.8,81.62,0.0
3385,2024,1,20,1,19.05,86.56,0.0
3386,2024,1,20,2,18.44,90.94,0.0
3387,2024,1,20,3,17.96,95.0,0.0
3388,2024,1,20,4,17.69,97.56,0.0
3389,2024,1,20,5,17.65,98.44,0.0
3390,2024,1,20,6,18.2,95.31,0.0
3391,2024,1,20,7,20.5,81.44,0.0
3392,2024,1,20,8,23.42,64.25,0.0
3393,2024,1,20,9,26.28,50.0,0.0
3394,2024,1,20,10,28.55,41.19,0.0
3395,2024,1,20,11,30.14,36.0,0.0
3396,2024,1,20,12,31.13,33.06,0.0
3397,2024,1,20,13,31.43,31.69,0.0
3398,2024,1,20,14,31.39,31.06,0.0
3399,2024,1,20,15,30.67,31.75,0.0
3400,2024,1,20,16,29.43,34.44,0.0
3401,2024,1,20,17,26.9,41.56,0.0
3402,2024,1,20,18,26.43,43.0,0.0
3403,2024,1,20,19,25.51,47.62,0.0
3404,2024,1,20,20,24.26,54.62,0.0
3405,2024,1,20,21,23.0,63.06,0.0
3406,2024,1,20,22,21.67,73.12,0.0
3407,2024,1,20,23,20.61,82.44,0.0
3408,2024,1,21,0,19.79,89.69,0.0
3409,2024,1,21,1,19.17,94.19,0.0
3410,2024,1,21,2,18.91,95.56,0.0
3411,2024,1,21,3,18.69,96.31,0.0
3412,2024,1,21,4,18.52,96.81,0.0
3413,2024,1,21,5,18.39,97.38,0.0
3414,2024,1,21,6,18.86,94.56,0.0
3415,2024,1,21,7,20.84,82.0,0.0
3416,2024,1,21,8,23.58,64.5,0.0
3417,2024,1,21,9,26.39,50.75,0.0
3418,2024,1,21,10,28.88,41.69,0.0
3419,2024,1,21,11,30.65,36.19,0.0
3420,2024,1,21,12,31.57,33.12,0.0
3421,2024,1,21,13,31.81,31.69,0.0
3422,2024,1,21,14,31.98,30.5,0.0
3423,2024,1,21,15,31.39,30.88,0.0
3424,2024,1,21,16,30.17,34.31,0.0
3425,2024,1,21,17,28.28,39.88,0.0
3426,2024,1,21,18,27.01,42.19,0.0
3427,2024,1,21,19,26.14,45.38,0.0
3428,2024,1,21,20,25.31,49.75,0.0
3429,2024,1,21,21,24.3,55.81,0.0
3430,2024,1,21,22,23.1,63.69,0.0
3431,2024,1,21,23,21.62,73.62,0.0
3432,2024,1,22,0,20.63,81.56,0.0
3433,2024,1,22,1,19.84,88.0,0.0
3434,2024,1,22,2,19.17,92.88,0.0
3435,2024,1,22,3,18.87,95.06,0.0
3436,2024,1,22,4,18.8,95.62,0.0
3437,2024,1,22,5,18.76,95.88,0.0
3438,2024,1,22,6,19.22,93.12,0.0
3439,2024,1,22,7,21.45,79.12,0.0
3440,2024,1,22,8,24.94,58.69,0.0
3441,2024,1,22,9,28.07,45.19,0.0
3442,2024,1,22,10,30.42,37.31,0.0
3443,2024,1,22,11,32.01,32.5,0.0
3444,2024,1,22,12,32.93,29.62,0.0
3445,2024,1,22,13,33.43,27.94,0.0
3446,2024,1,22,14,33.36,27.31,0.0
3447,2024,1,22,15,32.62,27.94,0.0
3448,2024,1,22,16,31.2,31.06,0.0
3449,2024,1,22,17,28.7,38.12,0.0
3450,2024,1,22,18,27.62,40.5,0.0
3451,2024,1,22,19,26.65,44.81,0.0
3452,2024,1,22,20,25.46,51.81,0.0
3453,2024,1,22,21,24.15,61.19,0.0
3454,2024,1,22,22,22.78,72.12,0.0
3455,2024,1,22,23,21.6,82.19,0.0
3456,2024,1,23,0,20.67,90.0,0.0
3457,2024,1,23,1,20.13,94.0,0.0
3458,2024,1,23,2,19.98,94.31,0.0
3459,2024,1,23,3,19.91,94.0,0.0
3460,2024,1,23,4,19.87,94.0,0.0
3461,2024,1,23,5,19.8,94.38,0.0
3462,2024,1,23,6,20.09,92.38,0.0
3463,2024,1,23,7,21.76,80.88,0.0
3464,2024,1,23,8,24.13,65.75,0.0
3465,2024,1,23,9,26.69,52.56,0.0
3466,2024,1,23,10,28.95,43.62,0.0
3467,2024,1,23,11,30.68,38.12,0.0
3468,2024,1,23,12,31.8,35.06,0.0
3469,2024,1,23,13,32.26,33.5,0.0
3470,2024,1,23,14,32.33,32.62,0.0
3471,2024,1,23,15,31.74,32.81,0.0
3472,2024,1,23,16,30.51,34.69,0.0
3473,2024,1,23,17,27.74,42.0,0.0
3474,2024,1,23,18,26.59,45.31,0.0
3475,2024,1,23,19,25.57,50.62,0.0
3476,2024,1,23,20,24.33,59.06,0.0
3477,2024,1,23,21,23.11,69.5,0.0
3478,2024,1,23,22,22.11,79.75,0.0
3479,2024,1,23,23,21.26,88.19,0.0
3480,2024,1,24,0,20.79,92.31,0.0
3481,2024,1,24,1,20.65,92.94,0.0
3482,2024,1,24,2,20.41,94.06,0.0
3483,2024,1,24,3,20.19,95.0,0.0
3484,2024,1,24,4,20.05,95.38,0.0
3485,2024,1,24,5,19.85,96.38,0.0
3486,2024,1,24,6,20.26,93.75,0.0
3487,2024,1,24,7,22.25,80.69,0.0
3488,2024,1,24,8,24.78,66.44,0.0
3489,2024,1,24,9,27.3,54.75,0.0
3490,2024,1,24,10,29.34,46.31,0.0
3491,2024,1,24,11,30.87,40.5,0.0
3492,2024,1,24,12,31.81,36.69,0.0
3493,2024,1,24,13,32.23,34.44,0.0
3494,2024,1,24,14,32.21,33.31,0.0
3495,2024,1,24,15,31.48,34.06,0.0
3496,2024,1,24,16,30.3,36.25,0.0
3497,2024,1,24,17,28.28,42.94,0.0
3498,2024,1,24,18,27.19,45.06,0.0
3499,2024,1,24,19,26.62,48.0,0.0
3500,2024,1,24,20,25.76,53.0,0.0
3501,2024,1,24,21,24.74,59.12,0.0
3502,2024,1,24,22,23.71,65.88,0.0
3503,2024,1,24,23,22.78,72.44,0.0
3504,2024,1,25,0,22.02,78.0,0.0
3505,2024,1,25,1,21.45,82.06,0.0
3506,2024,1,25,2,20.96,84.62,0.0
3507,2024,1,25,3,20.53,85.75,0.0
3508,2024,1,25,4,20.23,84.94,0.0
3509,2024,1,25,5,19.94,83.38,0.0
3510,2024,1,25,6,19.91,80.31,0.0
3511,2024,1,25,7,21.26,72.12,0.0
3512,2024,1,25,8,23.25,63.56,0.0
3513,2024,1,25,9,25.07,57.31,0.0
3514,2024,1,25,10,26.69,52.0,0.0
3515,2024,1,25,11,28.06,47.44,0.0
3516,2024,1,25,12,29.08,43.81,0.0
3517,2024,1,25,13,29.51,41.94,0.0
3518,2024,1,25,14,29.82,40.12,0.0
3519,2024,1,25,15,29.4,39.88,0.0
3520,2024,1,25,16,28.29,41.69,0.0
3521,2024,1,25,17,25.75,48.06,0.0
3522,2024,1,25,18,24.67,50.25,0.0
3523,2024,1,25,19,24.0,51.19,0.0
3524,2024,1,25,20,23.32,52.19,0.0
3525,2024,1,25,21,22.51,54.19,0.0
3526,2024,1,25,22,21.62,57.25,0.0
3527,2024,1,25,23,20.72,61.12,0.0
3528,2024,1,26,0,19.94,65.0,0.0
3529,2024,1,26,1,19.27,68.62,0.0
3530,2024,1,26,2,18.83,71.19,0.0
3531,2024,1,26,3,18.53,73.0,0.0
3532,2024,1,26,4,18.4,74.12,0.0
3533,2024,1,26,5,18.44,74.69,0.0
3534,2024,1,26,6,18.61,75.06,0.0
3535,2024,1,26,7,20.4,72.56,0.0
3536,2024,1,26,8,23.02,67.44,0.0
3537,2024,1,26,9,25.75,56.5,0.0
3538,2024,1,26,10,27.8,47.88,0.0
3539,2024,1,26,11,29.38,41.88,0.0
3540,2024,1,26,12,30.42,37.81,0.0
3541,2024,1,26,13,30.81,35.81,0.0
3542,2024,1,26,14,30.81,34.69,0.0
3543,2024,1,26,15,30.19,35.0,0.0
3544,2024,1,26,16,28.86,37.06,0.0
3545,2024,1,26,17,26.19,44.12,0.0
3546,2024,1,26,18,25.56,46.44,0.0
3547,2024,1,26,19,24.69,50.0,0.0
3548,2024,1,26,20,23.37,55.56,0.0
3549,2024,1,26,21,22.28,61.12,0.0
3550,2024,1,26,22,21.35,66.38,0.0
3551,2024,1,26,23,20.55,70.94,0.0
3552,2024,1,27,0,19.81,75.12,0.0
3553,2024,1,27,1,19.14,79.5,0.0
3554,2024,1,27,2,18.54,83.25,0.0
3555,2024,1,27,3,18.13,84.81,0.0
3556,2024,1,27,4,17.89,84.88,0.0
3557,2024,1,27,5,17.63,84.69,0.0
3558,2024,1,27,6,18.27,80.06,0.0
3559,2024,1,27,7,20.65,73.06,0.0
3560,2024,1,27,8,23.73,64.25,0.0
3561,2024,1,27,9,26.39,50.94,0.0
3562,2024,1,27,10,28.54,41.44,0.0
3563,2024,1,27,11,30.04,35.5,0.0
3564,2024,1,27,12,31.05,31.38,0.0
3565,2024,1,27,13,31.48,28.81,0.0
3566,2024,1,27,14,31.28,27.5,0.0
3567,2024,1,27,15,30.51,27.12,0.0
3568,2024,1,27,16,28.98,28.5,0.0
3569,2024,1,27,17,25.24,36.06,0.0
3570,2024,1,27,18,23.79,38.62,0.0
3571,2024,1,27,19,22.79,40.5,0.0
3572,2024,1,27,20,21.8,42.25,0.0
3573,2024,1,27,21,20.83,44.06,0.0
3574,2024,1,27,22,19.89,46.31,0.0
3575,2024,1,27,23,18.97,49.0,0.0
3576,2024,1,28,0,18.05,52.44,0.0
3577,2024,1,28,1,17.13,56.5,0.0
3578,2024,1,28,2,16.27,60.5,0.0
3579,2024,1,28,3,15.52,63.69,0.0
3580,2024,1,28,4,14.85,66.75,0.0
3581,2024,1,28,5,14.34,70.38,0.0
3582,2024,1,28,6,15.12,69.69,0.0
3583,2024,1,28,7,18.32,61.25,0.0
3584,2024,1,28,8,22.41,53.69,0.0
3585,2024,1,28,9,25.87,41.44,0.0
3586,2024,1,28,10,28.17,33.12,0.0
3587,2024,1,28,11,29.75,28.62,0.0
3588,2024,1,28,12,30.78,26.06,0.0
3589,2024,1,28,13,31.23,25.0,0.0
3590,2024,1,28,14,31.1,24.94,0.0
3591,2024,1,28,15,30.3,26.06,0.0
3592,2024,1,28,16,28.74,29.12,0.0
3593,2024,1,28,17,24.8,39.06,0.0
3594,2024,1,28,18,23.44,44.12,0.0
3595,2024,1,28,19,22.54,48.81,0.0
3596,2024,1,28,20,21.63,54.06,0.0
3597,2024,1,28,21,20.77,60.38,0.0
3598,2024,1,28,22,19.9,68.25,0.0
3599,2024,1,28,23,19.06,77.69,0.0
3600,2024,1,29,0,18.27,88.19,0.0
3601,2024,1,29,1,17.59,98.25,0.0
3602,2024,1,29,2,17.24,100.0,0.0
3603,2024,1,29,3,17.48,100.0,0.0
3604,2024,1,29,4,17.43,100.0,0.0
3605,2024,1,29,5,17.28,100.0,0.0
3606,2024,1,29,6,18.11,100.0,0.0
3607,2024,1,29,7,20.65,82.75,0.0
3608,2024,1,29,8,23.65,61.69,0.0
3609,2024,1,29,9,26.48,46.62,0.0
3610,2024,1,29,10,28.66,37.75,0.0
3611,2024,1,29,11,30.32,32.38,0.0
3612,2024,1,29,12,31.37,29.0,0.0
3613,2024,1,29,13,31.85,26.88,0.0
3614,2024,1,29,14,31.63,26.19,0.0
3615,2024,1,29,15,30.83,26.75,0.0
3616,2024,1,29,16,29.3,28.94,0.0
3617,2024,1,29,17,25.53,37.19,0.0
3618,2024,1,29,18,24.21,40.56,0.0
3619,2024,1,29,19,23.36,43.25,0.0
3620,2024,1,29,20,22.44,46.38,0.0
3621,2024,1,29,21,21.54,50.19,0.0
3622,2024,1,29,22,20.57,55.38,0.0
3623,2024,1,29,23,19.58,62.25,0.0
3624,2024,1,30,0,18.66,70.31,0.0
3625,2024,1,30,1,17.86,78.75,0.0
3626,2024,1,30,2,17.13,87.06,0.0
3627,2024,1,30,3,16.51,94.62,0.0
3628,2024,1,30,4,16.1,99.81,0.0
3629,2024,1,30,5,15.91,100.0,0.0
3630,2024,1,30,6,16.76,96.88,0.0
3631,2024,1,30,7,19.43,78.56,0.0
3632,2024,1,30,8,23.18,53.69,0.0
3633,2024,1,30,9,26.25,40.19,0.0
3634,2024,1,30,10,28.46,33.25,0.0
3635,2024,1,30,11,30.04,29.0,0.0
3636,2024,1,30,12,31.04,26.19,0.0
3637,2024,1,30,13,31.44,24.56,0.0
3638,2024,1,30,14,31.37,23.94,0.0
3639,2024,1,30,15,30.7,24.25,0.0
3640,2024,1,30,16,29.27,26.19,0.0
3641,2024,1,30,17,25.24,34.69,0.0
3642,2024,1,30,18,23.96,37.69,0.0
3643,2024,1,30,19,23.24,40.62,0.0
3644,2024,1,30,20,22.4,44.75,0.0
3645,2024,1,30,21,21.33,51.0,0.0
3646,2024,1,30,22,20.23,58.75,0.0
3647,2024,1,30,23,19.22,67.12,0.0
3648,2024,1,31,0,18.37,75.06,0.0
3649,2024,1,31,1,17.51,82.75,0.0
3650,2024,1,31,2,16.77,88.94,0.0
3651,2024,1,31,3,16.24,93.25,0.0
3652,2024,1,31,4,15.83,96.31,0.0
3653,2024,1,31,5,15.5,98.81,0.0
3654,2024,1,31,6,16.34,94.25,0.0
3655,2024,1,31,7,19.35,76.75,0.0
3656,2024,1,31,8,23.66,50.06,0.0
3657,2024,1,31,9,27.17,35.12,0.0
3658,2024,1,31,10,29.5,28.69,0.0
3659,2024,1,31,11,31.11,25.25,0.0
3660,2024,1,31,12,32.13,23.12,0.0
3661,2024,1,31,13,32.64,21.75,0.0
3662,2024,1,31,14,32.57,21.25,0.0
3663,2024,1,31,15,31.92,21.62,0.0
3664,2024,1,31,16,30.44,23.69,0.0
3665,2024,1,31,17,26.28,31.75,0.0
3666,2024,1,31,18,24.62,34.5,0.0
3667,2024,1,31,19,23.63,37.94,0.0
3668,2024,1,31,20,22.56,43.81,0.0
3669,2024,1,31,21,21.39,52.88,0.0
3670,2024,1,31,22,20.29,64.44,0.0
3671,2024,1,31,23,19.4,77.12,0.0
3672,2024,2,1,0,18.72,89.19,0.0
3673,2024,2,1,1,18.37,97.56,0.0
3674,2024,2,1,2,18.58,98.69,0.0
3675,2024,2,1,3,18.55,98.75,0.0
3676,2024,2,1,4,18.38,99.0,0.0
3677,2024,2,1,5,18.19,99.19,0.0
3678,2024,2,1,6,18.64,95.5,0.0
3679,2024,2,1,7,21.07,80.31,0.0
3680,2024,2,1,8,24.32,59.81,0.0
3681,2024,2,1,9,27.4,44.94,0.0
3682,2024,2,1,10,29.79,36.62,0.0
3683,2024,2,1,11,31.43,32.0,0.0
3684,2024,2,1,12,32.5,29.38,0.0
3685,2024,2,1,13,33.01,27.94,0.0
3686,2024,2,1,14,32.93,27.5,0.0
3687,2024,2,1,15,32.27,28.06,0.0
3688,2024,2,1,16,30.94,29.94,0.0
3689,2024,2,1,17,28.01,36.19,0.0
3690,2024,2,1,18,26.66,38.69,0.0
3691,2024,2,1,19,25.9,40.5,0.0
3692,2024,2,1,20,25.17,42.94,0.0
3693,2024,2,1,21,24.24,46.81,0.0
3694,2024,2,1,22,23.27,51.94,0.0
3695,2024,2,1,23,22.35,58.31,0.0
3696,2024,2,2,0,21.45,66.12,0.0
3697,2024,2,2,1,20.73,73.88,0.0
3698,2024,2,2,2,19.9,81.62,0.0
3699,2024,2,2,3,19.38,87.38,0.0
3700,2024,2,2,4,18.77,93.38,0.0
3701,2024,2,2,5,18.12,99.75,0.0
3702,2024,2,2,6,19.08,96.25,0.0
3703,2024,2,2,7,21.83,81.94,0.0
3704,2024,2,2,8,24.91,64.94,0.0
3705,2024,2,2,9,27.98,49.5,0.0
3706,2024,2,2,10,30.37,39.0,0.0
3707,2024,2,2,11,32.01,32.88,0.0
3708,2024,2,2,12,33.0,29.5,0.0
3709,2024,2,2,13,33.33,28.0,0.0
3710,2024,2,2,14,33.19,27.56,0.0
3711,2024,2,2,15,32.59,28.06,0.0
3712,2024,2,2,16,31.39,29.88,0.0
3713,2024,2,2,17,29.01,36.12,0.0
3714,2024,2,2,18,27.48,38.62,0.0
3715,2024,2,2,19,26.33,42.88,0.0
3716,2024,2,2,20,25.26,48.12,0.0
3717,2024,2,2,21,24.28,54.25,0.0
3718,2024,2,2,22,23.46,60.75,0.0
3719,2024,2,2,23,22.44,68.69,0.0
3720,2024,2,3,0,21.68,75.81,0.0
3721,2024,2,3,1,21.12,81.25,0.0
3722,2024,2,3,2,20.64,84.44,0.0
3723,2024,2,3,3,20.2,85.69,0.0
3724,2024,2,3,4,19.94,84.69,0.0
3725,2024,2,3,5,19.73,83.12,0.0
3726,2024,2,3,6,20.44,77.06,0.0
3727,2024,2,3,7,22.98,66.0,0.0
3728,2024,2,3,8,26.22,55.25,0.0
3729,2024,2,3,9,28.48,47.81,0.0
3730,2024,2,3,10,30.19,42.5,0.0
3731,2024,2,3,11,31.51,38.31,0.0
3732,2024,2,3,12,32.54,34.88,0.0
3733,2024,2,3,13,33.12,32.44,0.0
3734,2024,2,3,14,33.05,31.44,0.0
3735,2024,2,3,15,32.43,31.69,0.0
3736,2024,2,3,16,31.21,33.25,0.0
3737,2024,2,3,17,28.74,38.38,0.0
3738,2024,2,3,18,27.64,40.75,0.0
3739,2024,2,3,19,26.79,43.31,0.0
3740,2024,2,3,20,25.59,47.31,0.0
3741,2024,2,3,21,24.51,51.31,0.0
3742,2024,2,3,22,23.52,55.31,0.0
3743,2024,2,3,23,22.53,59.25,0.0
3744,2024,2,4,0,21.65,62.75,0.0
3745,2024,2,4,1,20.85,65.94,0.0
3746,2024,2,4,2,20.14,69.19,0.0
3747,2024,2,4,3,19.54,72.56,0.0
3748,2024,2,4,4,19.1,75.62,0.0
3749,2024,2,4,5,18.8,78.0,0.0
3750,2024,2,4,6,19.5,75.69,0.0
3751,2024,2,4,7,22.52,64.0,0.0
3752,2024,2,4,8,26.08,50.94,0.0
3753,2024,2,4,9,28.69,41.44,0.0
3754,2024,2,4,10,30.67,35.31,0.0
3755,2024,2,4,11,32.01,31.31,0.0
3756,2024,2,4,12,32.95,28.25,0.0
3757,2024,2,4,13,33.37,26.44,0.0
3758,2024,2,4,14,33.27,25.56,0.0
3759,2024,2,4,15,32.61,25.75,0.0
3760,2024,2,4,16,31.23,27.44,0.0
3761,2024,2,4,17,27.54,34.56,0.0
3762,2024,2,4,18,26.11,38.25,0.0
3763,2024,2,4,19,25.26,42.12,0.0
3764,2024,2,4,20,24.4,47.38,0.0
3765,2024,2,4,21,23.5,53.88,0.0
3766,2024,2,4,22,22.56,61.88,0.0
3767,2024,2,4,23,21.64,71.06,0.0
3768,2024,2,5,0,20.73,80.81,0.0
3769,2024,2,5,1,19.9,89.81,0.0
3770,2024,2,5,2,19.18,97.25,0.0
3771,2024,2,5,3,18.83,100.0,0.0
3772,2024,2,5,4,18.8,100.0,0.0
3773,2024,2,5,5,18.62,100.0,0.0
3774,2024,2,5,6,19.37,96.12,0.0
3775,2024,2,5,7,22.01,79.0,0.0
3776,2024,2,5,8,25.41,57.62,0.0
3777,2024,2,5,9,28.65,41.56,0.0
3778,2024,2,5,10,31.15,32.81,0.0
3779,2024,2,5,11,33.09,27.69,0.0
3780,2024,2,5,12,34.24,25.0,0.0
3781,2024,2,5,13,34.73,23.62,0.0
3782,2024,2,5,14,34.59,23.31,0.0
3783,2024,2,5,15,33.93,23.88,0.0
3784,2024,2,5,16,32.54,25.88,0.0
3785,2024,2,5,17,28.76,33.19,0.0
3786,2024,2,5,18,27.41,36.88,0.0
3787,2024,2,5,19,26.67,40.62,0.0
3788,2024,2,5,20,25.71,46.0,0.0
3789,2024,2,5,21,24.61,52.81,0.0
3790,2024,2,5,22,23.56,60.56,0.0
3791,2024,2,5,23,22.57,68.81,0.0
3792,2024,2,6,0,21.67,76.88,0.0
3793,2024,2,6,1,20.89,84.0,0.0
3794,2024,2,6,2,20.16,90.19,0.0
3795,2024,2,6,3,19.55,94.88,0.0
3796,2024,2,6,4,19.1,97.88,0.0
3797,2024,2,6,5,18.75,99.69,0.0
3798,2024,2,6,6,19.53,94.12,0.0
3799,2024,2,6,7,22.33,75.75,0.0
3800,2024,2,6,8,26.58,51.06,0.0
3801,2024,2,6,9,30.34,35.88,0.0
3802,2024,2,6,10,32.72,29.12,0.0
3803,2024,2,6,11,34.29,25.31,0.0
3804,2024,2,6,12,35.26,22.88,0.0
3805,2024,2,6,13,35.67,21.69,0.0
3806,2024,2,6,14,35.58,21.31,0.0
3807,2024,2,6,15,34.93,21.69,0.0
3808,2024,2,6,16,33.56,23.31,0.0
3809,2024,2,6,17,29.43,30.62,0.0
3810,2024,2,6,18,27.87,33.88,0.0
3811,2024,2,6,19,26.98,37.81,0.0
3812,2024,2,6,20,25.83,44.12,0.0
3813,2024,2,6,21,24.56,52.06,0.0
3814,2024,2,6,22,23.42,60.31,0.0
3815,2024,2,6,23,22.44,68.0,0.0
3816,2024,2,7,0,21.63,74.19,0.0
3817,2024,2,7,1,21.01,78.5,0.0
3818,2024,2,7,2,20.6,80.88,0.0
3819,2024,2,7,3,20.33,82.12,0.0
3820,2024,2,7,4,20.09,82.81,0.0
3821,2024,2,7,5,19.88,83.19,0.0
3822,2024,2,7,6,20.66,78.5,0.0
3823,2024,2,7,7,23.69,64.12,0.0
3824,2024,2,7,8,28.9,39.81,0.0
3825,2024,2,7,9,32.24,29.31,0.0
3826,2024,2,7,10,34.09,25.19,0.0
3827,2024,2,7,11,35.37,22.56,0.0
3828,2024,2,7,12,36.15,20.88,0.0
3829,2024,2,7,13,36.44,19.94,0.0
3830,2024,2,7,14,36.24,19.75,0.0
3831,2024,2,7,15,35.58,20.19,0.0
3832,2024,2,7,16,34.23,21.88,0.0
3833,2024,2,7,17,30.74,28.31,0.0
3834,2024,2,7,18,29.19,30.5,0.0
3835,2024,2,7,19,28.68,32.12,0.0
3836,2024,2,7,20,27.89,35.0,0.0
3837,2024,2,7,21,26.58,39.75,0.0
3838,2024,2,7,22,25.12,45.94,0.0
3839,2024,2,7,23,23.81,52.19,0.0
3840,2024,2,8,0,22.9,57.06,0.0
3841,2024,2,8,1,22.17,60.69,0.0
3842,2024,2,8,2,21.58,63.06,0.0
3843,2024,2,8,3,21.11,64.38,0.0
3844,2024,2,8,4,20.65,64.81,0.0
3845,2024,2,8,5,20.15,64.56,0.0
3846,2024,2,8,6,20.96,58.5,0.0
3847,2024,2,8,7,24.07,45.75,0.0
3848,2024,2,8,8,28.26,33.5,0.0
3849,2024,2,8,9,31.05,27.5,0.0
3850,2024,2,8,10,32.87,24.94,0.0
3851,2024,2,8,11,34.16,23.75,0.0
3852,2024,2,8,12,34.99,22.81,0.0
3853,2024,2,8,13,35.33,22.19,0.0
3854,2024,2,8,14,35.17,22.0,0.0
